,ID1,ID2,response,text
34,264239636799430656,864992245,neutral,black friday huge save aerial view citi pari la vega la vega strip la vega http co dctgese
36,257951107530252289,100101797,negative,melmurmel pbandjenelley vl delp ham jenel lie st said alon amp hosp say weird keiffer
37,263502599699955712,138301329,negative,mybeautyisbrown lmfao big ass get nerv go class tomorrow
41,236665189502681089,551910244,neutral,moham morsi egypt muslim brotherhood presid instruct suprem council arm forc thursday http co nnbeuvst
42,262384414623936512,17091853,neutral,c mon avila got tag guy look like kid bill murray research royal tenenbaum tiger
43,263936581734383617,108594490,negative,thehuwdavi think boro beat swansea sure decemb januari implod
44,249228128302551040,160639448,neutral,first grammi award held may domenico modugno beat frank sinatra peggi lee record year volar
46,263346444772184065,566521127,positive,jennettemchevan studi day tomorrow go friend omg jennett gonna look lt
47,263970913270251520,15794878,positive,good morn thursday life fragil guarante tomorrow give everyth got tim cook job
48,264162997088436224,93655075,positive,twitit mcfli come back argentina time want come mar del plata http co dlxi lcg
50,263800856321859584,49032667,negative,teacher call givng us candi even good stuff might go walmart cv tomorrow
51,264011728084410369,24144230,neutral,bronco peyton man name afc offens player month th honor second tom bradi tie w td
52,264120483384008704,533302080,neutral,toozani bring kendrick lamar th decemb get ticket
54,264056733691961345,23939440,neutral,andr wigan warn coy offici site wigan might current occupi th place premier leagu http co mo wiwd
58,261965816906534912,345065738,neutral,juic strang enough go see noel gallagh concert tomorrow night alldayb tch
60,263656013541027840,913170146,neutral,go act new york subway better clutch like eli man th quarter
61,165044172858986496,160465887,negative,homegrown talent miss sign day throughout day wednesday video scoreboard http co dz hqkd raleigh
62,264230416897159168,142476472,positive,taylor swift come ed sheeran june th perf news heard night
63,263809311086628864,175523498,positive,great noel gallagh hit stage st paul plenti room th row center plenti room pretti fire
65,263797084673691648,372303578,neutral,lala cox go plenti up amp down boro cardiff leicest etc may hope still shout promo
66,264162375182217217,299885545,negative,joeeewilliam suck amazon might left hate tuesday though
68,264253780797825026,201148169,neutral,play brown hc k fri madden xfacalac lost raven madden connectedcar
70,260193762398064640,33442620,negative,rosann nooooooooo rosann restock go oversea sunday mean afford
71,256237809147445248,478075690,neutral,pain far deeper billi cundiff miss field goal gotta wake forget tomorrow oriol stayhungri
72,264198711113039872,113783053,positive,grandvincenzo novemb readi head movi break dawn part
73,262977065568051201,73767786,neutral,see iam faithreid tweet watch vow think may need watch
74,263281866856087552,53443641,positive,tomorrow shall consist watch ferrel film fave peopl chines food sweet
77,262068536187432960,90333241,positive,jbmclendon station air new episod cougar town januari tbsveryfunni good us jordan pennycan
78,264215390773727232,276151090,neutral,alex poythress point rebound debut kentucki exhibit game thursday play minut
79,245461530206932992,222961982,positive,think may heart attack jason wu new collect charlott rampl night http co krw ktn
80,263391524769898496,615354091,neutral,get equip work correctli live show friday pm cst contacte ray http co lvkwcyj
81,260248287255343104,407729607,positive,amaz concert tonight jim white tcu jazz ensembl faculti jazz combo miss tomorrow night http co asnset
82,256984347935141889,62265830,neutral,nation th inning th quarter redskin feel coulda swore saw cundiff shank one mound
85,256416307182985217,47208627,positive,capello say time russia win big match russia manag fabio capello thursday said intend http co efc cfng
86,259452211883569152,63808899,neutral,jackal goal jimmi martin sneak rebound past killeen give elmira lead bushe amp bellami assist left nd period
87,263732569508552704,369152026,positive,kick weekend servic ev get bu trip boy amp girl club friday hope see
88,264222052129574912,430519387,positive,nater driguez lmfao alright u got good job parker spur see jan th get extra ticket game ur goin
89,213342054351257601,189656827,negative,desper day februari th well known day men life
90,255190216795639808,366751482,neutral,sunnyclifford similar circumst australia jan australia day amp mani first peopl call invas day
91,264135339327766529,159343219,neutral,paul homo harri loui fri eleanor inspira harri manwho loui http co jxxtnlu
92,263079812954992640,392639346,neutral,web appl softwar retail chief overhaul san francisco reuter appl inc ceo tim cook monday replac head
94,264088457490604032,509707361,negative,paperchasin damn next saturday tho nigga trynna get shit earli
95,263132960507703296,449609540,neutral,th one harri style lt
98,253050608322502657,200261099,neutral,busi leader award ceremoni held wef annual meet davo januari http co yi r ufm
101,264203403473850368,853146211,neutral,jordon atkin joe gone chill saturday come tho
102,264242024453111809,45450902,negative,obma fail unit us divid us sex color parti age wealth nevada st latino governor vote earli romney predict gop win
103,256787668367704066,610413207,positive,grammi concert pay move tribut whitney houston whitney houston given final sendoff grammi thursday hall
106,259224351478521856,20050520,neutral,radio rock next week start live loung fearnecotton show bullet valentin monday
107,246760239221858306,7532872,positive,drew peterson untouch check movi photo watch sun c http co lt wukod
108,262862262270820352,601803511,neutral,hotspurrel im year old still loan rd time coventri overal hope return bale still ther
110,264084352340742145,388974334,positive,pump open season tomorrow night georgetown women preview http co k pak c men preview http co n ofat v
111,264160761117552640,32215290,negative,found piec candi may inject someth
112,263319006063259649,432174507,neutral,appl shakeup mobil softwar boss eas appl inc ceo tim cook monday push power head compani amp mo
113,263799123847806976,22100843,neutral,somehow manag lose princess leia bra saturday go noel gallagh glock phish ie jort amp tank custymcnoob
114,263924763423035392,27133567,neutral,docbungl may relent get one hope come hope decent app get port android
115,264183514176552961,316127177,neutral,android camera app photo sphere avail galaxi nexu introduc monday android bring http co yl qqp r
116,262575945741914113,31121565,positive,saeed nowplay bep ricki martin kt tunstal great song get sunday hate rain http co c pmolgw
117,263921038352580608,213263464,neutral,juliecrawley gininjadesign donna butlin nope camden eat greek food pumpkin anoth wednesday
119,263748118091276288,785067278,neutral,faq skeuomorph design execut shakeup appl san francisco ca march appl ceo http co ycvopl
120,263651627372777473,19594426,neutral,fact day halloween night papa john second busiest night year behind super bowl sunday
122,257369508086423553,531994655,positive,omg ricki martin may gay one fine ass gay man
123,264249493787136000,260882576,positive,lenakoncha clipper play cavali monday night honor israel wish la still
127,261434845773828096,391892475,negative,noel gallagh musician fuck idiot yeah brian may idiot idiot happen professor
128,252798281413967872,23075654,neutral,vow like return midsumm break prix de royallieu longchamp saturday http co fmocg yk
129,264182638816919552,446301191,positive,hope forhippi hell yea lmfaoo amp see tomorrow asia babi
130,264138191030874112,850357831,neutral,real liam payn want know argentina go make direction fest novemb te amo te amo te amo
131,263864248952836096,609103932,neutral,novemb alreadi christma soon new year valentin day graduat
132,263972222677417985,229497776,positive,nowplay michael jackson life live wembley juli http co vxryuadn l v e mjtune
133,263867263474597888,428841738,negative,nigga laker dick still gon finish damn near first seed yo team struggl th spot
134,240553933116944384,533752023,positive,reditlhabi stevenb octob peopl principl amp argu passion amp act ghandi sadat adt
136,262661737994670080,186089082,neutral,need anoth viv necklac may buy one valentin day nojok
137,246320271248744448,206354030,positive,bathroom bump nigga pari crunk ass hell like st time hear song never get old lol
138,255690502970671104,18712398,neutral,got ticket see muse florida combin grammi two week prior equal realli busi februari rubi
140,261632295520333826,217685779,neutral,battl th banner royal rumbl basketbal edit
142,261184553337630720,244570235,positive,th album red millionswifti grammi award ama bmi award reign entertain year acm yearstaylorswift
143,226474708487532546,59060233,neutral,smooch fido yea nay juli th intern kiss day human sort later month ca http co ctbrbift
144,247183266782789632,260477688,positive,midnight east coast mean nickjona birthday happi th birthday nick j lt
145,251742524601925633,610495100,negative,appl ceo apolog error ridden new map app appl ceo tim cook apolog friday compani error ridden new mobil map
146,261706811453886464,79601816,neutral,monta elli elli provid five point shoot thursday http co aerfhhuk nba playersnew
147,258989036205662208,25393624,neutral,teach basketbal school gonna spend st day watch larri bird video amp rest take care
148,264084748345962496,747406040,neutral,amp offer free cloud storag io android amp thursday announc new servic call amp locker th http co yovkmmx
149,263794433596723200,41680302,positive,nbcofchicago th anniversari celebr still time make king dr
150,237571817550786563,727519172,neutral,karimandsugar told shane would get th star rival sign day taylor mcneill
151,263449315350032384,295403177,neutral,mysticvalley mitch free sunday bale leav hour big deal anim
153,252330752665075712,268248070,positive,love skip everi categori nta besid soap give half fuck everyth els went air tomorrow
155,262903244886507521,575902991,neutral,new york giant game game predict nd half season http co yk vtjc
156,264240983032614912,123520382,neutral,c mon c mon sound like queen rock somehow
158,264055660864487424,346867096,neutral,pick chelsea team play swansea chelsea focu turn back premier leagu saturday make http co az jiiz
159,247772918384320512,19885888,neutral,markukleaf look seem nash davo done deal along joe thornton may pay visit
161,262206571201822721,185101254,positive,ariaclement wow also perci jackson fan th book hero olympu entitl hous hade camphalfblood
162,264143294903246848,331180650,negative,esper without star player youssef msakni first leg champion leagu final al ahli saturday africa
163,263247166582173696,45671664,negative,chrischri sun paolo di canio say beat aston villa tonight would like sex madonna legend
164,226238092191875072,141284401,negative,obvious fan dream high even watch well watch st ep heard song
165,258887925075410944,37007849,positive,black histori fact marsali st artist win classic jazz grammi award one year repeat next yr
166,263530816162902016,323297690,positive,watch david letterman audienc play like still nd brilliant thing seen tonight
167,246588959247974401,67771614,neutral,gov mitch daniel announc indiana suprem court pick rd time charm femal member panel
170,257865075933728771,413586409,positive,grey yellow gold wed puzzl first piec uniqu two tone dress shopbop http co ryso zz
172,262380235985657856,40098249,neutral,harakah iran armi monitor ship gulf tehran oct senior command islam revolut gu http co hbdrqp p
173,263740861031010304,16380085,neutral,ht norwich spur edg st half without creat clear cut chanc bale coupl decent long rang effort
174,264226988879933440,26639468,positive,guy marijuana law colorado oregon washington pass tuesday highhop
175,254600864868749313,59459031,positive,breezin best pop instrument perform th grammi award
177,264161130585399297,163101429,negative,wear make dublin tomorrow get readi parti help
178,263953741877764096,341470410,neutral,snow may fall part cni next day find best chanc tv amp onlin http co f kb gqd
180,204001339599106048,160648260,neutral,cofield draw leadoff walk top th zaharion plate
181,257332145687785472,328656254,neutral,biebergomeztour aww celebr day thursday also go jennif hudson though
184,263976883354480640,497155084,neutral,sat watch michael jackson dvd xx
185,256395784038277120,163198967,neutral,set axi nigerian economi air everi tuesday pm nta intern dstv http co qfvon uj
186,261769579544584192,20096243,positive,text dad like charl dicken obv look amazon wish list late sunday th surpris
187,264167430564237312,17781471,negative,upset alert acc men soccer maryland wake forest late nd man earlier red card
188,262627821908815872,28844188,negative,realli bore host super sunday noth talk rave man utd biasprick
191,258625516481953792,134881721,positive,looper amaz theatr see simon callow mysteri charl dicken love wednesday work
193,255848522581164033,363795716,neutral,negro nigglett would like attend ap rocki concert novemb th starland lemm know ticket
194,264105390818619394,812898906,positive,wish maddi luck next saturday solo audit britain got talent elli xxxxx
196,241225651074527232,39010302,neutral,joe pa mask penn state sat psu allow stadium bad wear espngreeni
197,256018140318822400,580515576,negative,meganwitm crazi jealou u go joe pa grave sad saturday walk past statu
198,263362769011748864,27020138,positive,mizzou commemor win kentucki shirt realli dr saturday yahoo sport http co u bvq fb
201,263706155778441216,27556859,neutral,vikingdan think bolt action may card valentin day someth
202,223045564571459584,305277813,positive,happi valentin day mazi everyday th
204,263961750142062592,441531846,neutral,xbecx may indian time tonit becki xx
205,263704789186117635,38615758,positive,watch campaign ferrel zack galafianaki good fun wednesday hilari
206,262778055402090496,22513829,neutral,sumeetkulkarni season end superbowl first week februari
208,260949777687117824,32704887,neutral,crazi meet old nba player pick rd larri bird
211,264060311764619264,851106050,neutral,ilovedoobz patti flip new today northern light get pay tomorrow
212,264202743877615616,21069858,neutral,finish rehears dwhi readi kendrick lamar show tomorrow shout out wvu http co r yzh
213,262834360129036288,800315304,neutral,post photo facebook album super sunday wid shobhit bhatia http co dytiaxo
217,263098506644955136,141049123,neutral,black friday deal nikon megapixel digit slr camera mm nikkor vr len black amp nikon http co npmjk uc
218,228956189000597505,501134907,positive,han mon dieu le remix de best dan dream high je meur xddd
219,264203931645775873,27777925,neutral,want miss tomorrow night rj move maryland soon truli epic set plan http co nitjia v
220,260920467324555265,361434318,neutral,forget mitch daniel go steven colbert show thursday think come topic
222,264127995424423936,62680567,neutral,barackobama would think would run potu may part job someday
224,263398004801798146,245624274,neutral,kdbow gon handl announc super bowl sunday might put gold back yo grill
225,263953846492094464,463441798,neutral,dapper dan plan go cv work today get someth may get go quarantin today
226,252650346873245696,275414774,neutral,iphon appl ceo pledg improv new map app appl ceo tim cook apolog friday compani er http co dzvgxnz
227,262497514995978241,14989779,neutral,full moon oct th read sun sign libra scorpio sag cap aqua pisc http co hngb qn
228,256787832453079043,199690203,neutral,drew peterson may convict still conflict go http co lmqkv xz whenwillitend localnew chicago
229,264067944458371072,28896087,neutral,wfan paterno wouldnt charg hearsay job minim may report rest specul
230,263918513083781122,389925947,negative,benson attent franki feel like forgotten stepchild let found father know never forget nd place
231,262954361427222531,724506216,negative,polic protest clash republ day march turkey day mark th anniversari found http co xewokai
232,263664302882443264,377060725,positive,particip googl hangout theeconomist tomorrow super excit check http co jvmzcqba
233,264074076706983937,337308259,negative,buckbelu think murray may leav way team draft th th round
234,263795814470664192,521532492,positive,aww love austin river happi see get start st nba game boy let go spur spur nba
236,260851260956221440,242895807,positive,teamstradley mine person think tebow better flacco care bad play sunday
237,263646437458452480,155762352,positive,oilonwhyt albertaoilfir anoth center gagner good cheap nd line option afford keep kid
238,264187997887541250,131042222,negative,politicalwir still shake head decis heat amp knick actual play tomorrow msg
239,264174898807717888,463661547,negative,glass may rise get warmer lago del desierto argentina http co hp g
240,264245625682554880,58297064,positive,wish could make trip athen tuesday icaptainmorgan
241,263186967615905792,610467658,neutral,appl softwar retail chief overhaul san francisco reuter appl inc ceo tim cook monday push power hea
243,256416307182985217,47208627,neutral,capello say time russia win big match russia manag fabio capello thursday said intend http co efc cfng
244,262953053659996161,36210889,neutral,host day parti spartacu friday spi raleigh night
245,263701469289644032,129412273,neutral,eli man hope giant uplift spirit million affect sandi ny game steeler sunday
246,225956951136292864,465974864,neutral,allbelong mccormick place rite hyatt hotel like rd nd king dr
247,256340930414645248,124869414,positive,fabio capello seen day assur russia capabl get good result vs portug tomorrow cantwait
248,264139268249763840,17436164,neutral,bbberb necessarili nevada may help obama one less vote romney know mean hah
249,264230079494770688,297382357,negative,parker leonard steal okc thunder nineti minut tipoff thursday night amp center oklahoma ci http co nnjbpswk
252,264155231804346368,535941624,neutral,sherwood plane amsterdam bet class tomorrow
253,264063574035533824,494035942,positive,bethanygarland realli wanna go one thing watch new thing channel last friday xx
254,263640783863816192,214139359,negative,may girl face earth find chan tatum attract callmecrazi justsayin donthatem
256,259535556055269376,28207562,neutral,cold pizza mass effect want leg heal go look voodoo shit walk jump run tomorrow
257,261545687106322432,25181326,positive,rememb cupid convo last year bomb candi bar like love next tuesday tr http co af hu pu
259,263453340925583362,59055457,neutral,chan tatum white oak tomorrow stalker
260,264152762026184704,287288414,neutral,brett elliott fli saturday th detroit amsterdam newcastl
262,263760959779241984,20727102,positive,game play week interest super sunday
263,261624197380460544,281520735,neutral,hulu video game trailer launch trailer check launch trailer mass effect ad fri oct http co xsbcpkve
264,257315024354279424,28660297,positive,pastorjoshg corylethgo kevincab kcabe watch cougar town day januari tb funni firedooley
266,263773432750157824,268893346,neutral,cours aston villa play park saturday bring
268,264169849067028480,372547953,negative,give min candi dancer deja vu nut th pump bad lol
270,263718726627627009,263579038,positive,heeydem know may fond countri uh happi republ day
271,264195024135286785,57000820,positive,shootingrock cof cof someon go germani novemb oh realli envi http co kzzor az
272,263331726942691329,70257698,positive,thank snow cancel class today may stop snow drive chapel hill tomorrow realli appreci
274,264243566207975424,14931166,positive,entrepreneur angelinvestor pitch new birthday parti super bowl sunday treat http co hcu c
276,264188304747003904,200276624,positive,think might go see flight tomorrow denzel washington
277,241625219050123264,41202626,neutral,moham nashe press brief coni report aug http co nin zhhn via youtub
279,261563757212360706,67845619,neutral,call realiti tv fan invit li realiti tv star join googl hangout sunday http co wzo bhvm
280,256408189157916672,62631820,negative,honesti often best polici fabio capello russia coach hope ronaldo injuri seriou play tomorrow
283,264221978607636480,59342982,neutral,dinner athen friend stevebeuerlein prepar game seconcb saturday olemiss georgia http co qqwxtnd
284,264218982926655488,51887927,positive,yvett elena def think come tomorrow boy
285,263803981384515584,243903348,negative,austin river st game peopl suck rooki chill
286,264247456424935424,429312292,neutral,goatmilkstuff hello may ask get set castl
288,225311712008617986,182784794,negative,hockeyyinsiderr oilersnow gagner agent say talk continu hear friday deal msm prove clueless
290,244715076228096001,40362193,positive,woman black legendari ghost thriller tour dubai abu dhabi novemb amp decemb http co uz zci
291,264107216578174976,27952164,neutral,pleas wednesday potu elect move countri forward
292,264214318327947265,57722479,neutral,jacksonvil realli sound like move tomorrow
294,258349170107224065,832164745,negative,jessiewagnon tcswagg nooooooooo mayb look right test tomorrow first
295,240753714661584896,329047546,neutral,hcafc loan keeper ben amo name england side face azerbaijan next thursday norway sept
298,264182339536564227,120627815,neutral,steverattn joenbc morningmika friend bet joe wet pant see whop mitten get nov
299,242989716893478913,175060800,negative,ahmedthalib wahe propos mdp join gov prior coni verdict feb controversi power transfer refrain mdp join govt
300,264113005078405120,19816683,neutral,hayleyros book see good day die hard februari valentin day
301,264208558336389121,112878558,positive,amianatyranski franki think gonna date bed tomorrow boy
302,246776355558129664,98698262,positive,pray moham morsi new presid egypt may continu leader freedom peac http co f lkm
306,261540587801563136,35143403,negative,axl rose need give later soon tomorrow
308,264214825096314880,95521694,positive,shout boy jshapmma fight tomorrow night la vega rfa card put work need wish luck
310,243725520724967424,119035535,neutral,isl man next thur talk safe hous sign book waterston pm waterstonesiom
311,259724822978904064,624790220,neutral,pbr amp mokbpres bring jim white loung octob rd pm http co x ofc
312,263610234029879297,38781991,positive,happi halloween start wick wednesday listen pink floyd leonard cohen get take boy tonight yay
313,262582875520643072,195836839,negative,wonder cortes think watch st half total wank boruc disgrac complet twat saintsfc
316,229228895621242880,116079056,neutral,juli th nation milk chocol day might say milk chocol star chocol cont http co gebog gl
317,261455260277678082,568399773,neutral,sunday novemb th olympu expert hand curri store cambridg http co skd nloy
318,212393879876534274,175959942,positive,happi valentin day lt live brazil otherwis anoth irrit monday
319,248975354910371840,29583575,negative,okay megnicolelewi watch woman black may terribl night
320,264096361081884672,510441175,positive,real liam payn saturday buy ticket tmhtour belgium happi
321,261430691764506624,274713038,positive,goe way fast alreadi year saw avril lavign concert lt octob one best day life
324,263171128149815296,11096152,neutral,harri redknapp set hold talk blackburn job tuesday prepar return manag mail
325,264252471612932097,393771920,neutral,supremejuic go bell game tomorrow take littll whippa
327,263947715766005760,122432507,neutral,mani choic gig saturday night ibb rugbi club one two twmpath http co sgkzlaeh
328,248955920997023744,16741035,neutral,multiplex compar diablo iii regardless fair comparison may
329,261279987494166528,340742345,negative,mani contin challeng film okay fail nd grade
330,264145074210889728,440921948,positive,timocchipinti go boy girl club clean tomorrow told us bring boot glove welcom
331,263973153271865344,467855280,neutral,last hectic day offic b week asia st ifeat singapor taiwan hk china wk jet lag get everi time
332,263651843727585280,197837325,positive,david letterman interest show monday locat new york citi hurrican http co rt orblk
333,264071379333287936,407070993,neutral,anonym ask realiz watchin fri end youtub account upload video http co ljuqkcag
334,264039839274528769,29458389,positive,novemb birthday month elect day weekend san fran adamrgarcia napl thanksgiv lot friend amp famili ye
336,261186156023144448,515983227,negative,tv time still wait call itv danc ice though start think may famou
337,255746035350130689,567009037,neutral,slap shot nash back injuri skate davo rick nash new york ranger return action switzerland tuesday
340,263504385475231744,146202708,positive,ap hope make sure take care eli man giant vs pittsburgh sunday nfl
341,264041945029033987,40975097,negative,jenscib cancel franki date suppos tomorrow everyon go reschedul show south bend
342,263014553376419841,191802096,neutral,got ticket see leonard cohen rosemont il novemb use anyon interest face valu
345,167262194898182145,321930538,positive,wwe raw interest next week road dogg return wwe royal rumbl shawn michael go raw monday
346,261556214624837632,367926720,neutral,far stress finish essay tomorrow shall minimis play templ run problemsolv
349,254805712297943041,321128818,positive,kendrick perkin led leagu th year row spm scowl per minut liter laugh loud
350,262484216678334464,222378487,neutral,mufc xi super sunday de gea rafa rio evan evra clevz nani young roo chicha rvp
351,264047678986518528,427501529,positive,eli man best th quarter qb game
352,264200538864906240,234274491,neutral,want love like jonni june want love like blake miranda
353,263813152771276801,19077044,negative,lin pick loos ball truck stuckey unfortun allow bench th foul piston reclaim lead
354,261131735209758720,274764708,negative,sure im go halloween yet sun shine obviou larri bird front runner right
355,255696814286729216,159068839,neutral,cundiff would made field goal sunday could eatin free sub subway lunch
356,263212085226385408,382033254,positive,person see grammi play afl still think turn someth els best luck may next
357,264143133313495040,84660127,negative,feel bad boo asia bday event mayb cancel sunday soooo look forward
358,256609527783358464,101616998,neutral,dirti jim close one may start hear comparison cundiff town
359,264213155645890561,35667504,neutral,mid tennesse vs western kentucki game hear gonna play nd annual ogalla nebraska snail chuckin pageant
361,263622137858912257,137663720,neutral,go bullet valentin academi glasgow glasgow unit kingdom mar http co wrbbihnv
362,254268201641312256,559416098,neutral,friday soul train firmli park pri soul show radio c mon perth get request next hour
363,262052696159309825,709958120,neutral,peopl amp power travel egypt see april th activist fare sinc moham morsi elect
364,261566453730398208,278680615,neutral,next tuesday chocol day halloween right around corner sure curb candi crave http co zfr eylg
365,264110605730988032,114586489,positive,shit yeah thursday russel howard good news celebr juic
366,264181656154435585,344213233,positive,pretti good thursday night juliecbirch river would stop suck bad qualcomm stadium http co oplrzq
367,259825309275283456,173908484,positive,heart gold twat glass c mon babi ya see ye glass twat better known womb view lol
368,264256081998516224,20747392,positive,good gambl own la vega leav tomorrow morn weekend dog sit homework bad week
369,259037171091132416,17114749,neutral,googl want particip live googl hangout animalsens next wed http co ui vbey
371,259720938365542400,15825389,positive,wonder workshop thursday sag offic carol nadel select cast http co lmvxphsh
373,263401784637272064,748026608,neutral,everyon want give eli man credit everi win truth sunday game blowout
374,260624498787762176,335630017,neutral,charl dicken may anoth life thisism http co jb qayi
375,264175859634679810,896479644,positive,go buffalo wild wing tomorrow life long friend israel brother call good night knicksnat
376,264178691364495360,30348942,positive,pm tomorrow night date denzel flight wait
377,251751315477258241,444713321,positive,appl ceo apolog error ridden new map app appl ceo tim cook apolog friday compani amp erro http co bjbxipiq
378,264045439119134721,51291182,positive,new die hard movi come feb look like bruce willi go valentin date
379,263968608470843393,145415756,positive,like youtub video http co hd je anonym rememb rememb th novemb
380,261731552520724480,226681200,positive,hello man pointi multicolour snake skin cowboy boot suit axl rose hair made friday heart even happier
381,264164039842742273,766415527,neutral,real america stand tuesday make count mitt readi lead us jimmi carter funk
382,263459950930567169,37758687,neutral,lancefischel dana ask chael start job fox chael respons oct st fuel tv
383,226499790366720000,256743609,neutral,hmm think live movi ground hog day grandma jan isaac back weekend
384,260867954479083521,546244454,positive,ill bring birthday card friday kane aw realli thought count prefer tv twat
385,262815040963493888,17697584,neutral,nfl news new york giant game game predict nd half season http co athf c footbal nfl nfceast
386,264184542305345537,39872392,positive,gotta go see flight tomorrow denzel greatest actor ever
387,258662254441009155,18751577,negative,yvettenbrown damn got cougar town cupcak go bring tomorrow share eat alon
390,252136824963739648,285343906,neutral,ladsontour mon boy there thing missin banjoooooooooooooooooo nooooooooo
391,262905551233613824,141049123,neutral,black friday deal olympu om e mp live mo interchang len camera inch tilt ole tou http co ljdqpdlx
392,263507092227383296,277852448,negative,kobe th like eli man bewar
394,263995720112160768,210045549,neutral,wednesday thursday struggl work champion leagu resum gmt
395,263893912748425216,25003901,neutral,also need least accred act rebt end th yr
398,264165424617365504,17918823,neutral,play dishonor darksid mass effect last hour http co sjgyxzsg
399,250063565451579393,336182456,negative,scariest man aliv kendrick perkin close nd jemelehil ray lewi probabl human ever born indoor voic
401,254355714397597697,14198175,positive,popshift youtub whip babi whip night welcom soul train fandom may never leav
402,264200988636880896,366888586,neutral,charger may go make playoff afc nfc team must win game fact mikehillespn mortreport edwerderespn pti
403,264082861076914176,212186578,neutral,late halloween parti next saturday amp go thriller michael jackson controversi hold babi doll
405,264249464389238784,248771260,positive,likem nac lol abl saturday friday night greek show
407,259010331379118081,151152680,positive,hahahaha spanish peopl nadal box smile break th set hahahahahaha rewatchingaofin
409,260133688979898369,28208952,negative,sunday sag like friday idaho bore fuck
410,264034436419555328,487277064,positive,rinithym eli man nba r best th quarter player sport closer killerinstinct splapa
411,263759101669023744,657323,neutral,monday go back old job fourth time life groundhog day movi
412,263432103436365825,434476354,positive,steeler play good sunday say keep bee uniform way superbowl steeler
413,263194127913607168,861687991,neutral,harri redknapp heavili link posit blackburn manag today howev qpr may begun court alreadi
416,232867712064442368,43351694,positive,procrastin need get readi th district chicago polic ralli violenc chi town cheer perform king dr
417,251703255044857856,88483087,negative,lunch tomorrow night random hoe hit castl nooooooooo beckett
418,247347708900286465,71960817,positive,nickjona happi th birthday nick j hope one best accomplish much alreadi much come love
419,244634790576414720,354242541,positive,factsaboutm born day nd day chines new year immedi gotten lot redpacket
420,259528581938544640,230863863,negative,work almost negro see face till monday night
421,262268094586703872,31475321,positive,senior bowl fun run niec next saturday
422,262052118314237952,79601816,neutral,monta elli elli two point shoot friday http co sgcw dok nba
423,255983114126520320,251827150,neutral,baltimor team mascot come miss st person interest billi cundiff redskin mascot taken blame
425,263402254655164416,454155239,neutral,youth tomorrow come fall festiv also sunday high school attend main servic adult super sunday
426,264094708320595968,275088542,positive,hope get ticket concert belgium order till saturday pfff
428,262585396666458113,414465617,neutral,low fat oasi edmonton sun low fat oasisedmonton sunpoor noel gallagh alon new ba http co z dptxd
429,264180809886478336,292839266,negative,rd goal river throw int terribl pass river bad decis cost u game geez half time sd
430,241095680922353664,91965564,positive,egypt morsi get red carpet welcom iran tehran aug egypt moham morsi iran first visit http co lg olqr
431,262110858660941824,598554482,neutral,need shower start get readi sat bed blog watch celebr juic
433,264032758681178112,35182772,negative,matt radio instead mt waterloord first week without waterloo road go bore thursday
434,263615010402627584,447445258,negative,staceyx x lmao garag boro mate went drink sunday night serv late
435,249906355815714818,38519489,positive,ground hog day good film sunday food film sunday
